HA_CLASS,rainfall_thresh_in,datetime_uct,valid_period_hrs,pop12_perc,qpf_in,prob_close_perc,flag
OBX_5A,4,9/16/20,24,17.35,0.03,35.5,testing
OBX_6,4,9/16/20,24,20.9,0.06,58,testing
OBX_5,4,9/16/20,24,14.61,0,25.8,testing
CL_4B,4,9/16/20,24,24,0.14,52,testing
CL_2,4,9/16/20,24,25.22,0.17,24.1,testing
OBX_7,4,9/16/20,24,23.57,0.08,48,testing
OBX_8,4,9/16/20,24,23.89,0.11,76.8,testing
OBX_10B,4,9/16/20,24,24,0.13,91.1,testing
CL_1,4,9/16/20,24,25.13,0.17,80.2,testing
NB_4,2,9/16/20,24,26.84,0.21,45,testing
NB_3,2,9/16/20,24,27.57,0.22,58.6,testing
NB_1,1.5,9/16/20,24,27,0.23,43.2,testing
NB_2,2,9/16/20,24,28,0.22,30.8,testing
NB_5,4,9/16/20,24,27.14,0.2,54.1,testing
JB_2,2,9/16/20,24,29.27,0.25,66.7,testing
JB_1,2,9/16/20,24,28.41,0.24,40,testing
NR_2,1.5,9/16/20,24,26.89,0.25,47.6,testing
NR_8A,3,9/16/20,24,29.83,0.27,71.5,testing
NR_10,4,9/16/20,24,31.15,0.28,89.2,testing
JB_4,4,9/16/20,24,29.93,0.25,36.1,testing
NR_3,1.5,9/16/20,24,26,0.24,97.7,testing
NR_4,1.5,9/16/20,24,27.3,0.24,22.7,testing
NR_7,1.5,9/16/20,24,30,0.26,57.9,testing
NPT_1,1,9/16/20,24,24,0.26,24.8,testing
NPT_2A,1,9/16/20,24,24,0.26,36.1,testing
NPT_2B,1,9/16/20,24,24,0.26,32.8,testing
NPT_4,1.5,9/16/20,24,25.5,0.25,94.4,testing
NPT_5,1.5,9/16/20,24,25.29,0.25,80.1,testing
Bruns_3A,1.5,9/16/20,24,55,0.31,36.1,testing
Bruns_4,2.5,9/16/20,24,55,0.31,57.2,testing
Bruns_5,2,9/16/20,24,0,0,43.2,testing
Bruns_6,2,9/16/20,24,51.78,0.25,33.3,testing
NH_2,2,9/16/20,24,48.2,0.26,92,testing
NH_4,2.5,9/16/20,24,47,0.21,37.5,testing
PND_1,2.5,9/16/20,24,40,0.12,51.1,testing
PND_5,2.5,9/16/20,24,37.38,0.14,84.5,testing
PND_6,3,9/16/20,24,37.46,0.14,23.3,testing
Onsl_7,1.5,9/16/20,24,37,0.15,65.7,testing
Onsl_6B,1.5,9/16/20,24,32.33,0.34,38.8,testing
Onsl_5,1.5,9/16/20,24,30.78,0.35,78,testing
Onsl_4,1.5,9/16/20,24,30.41,0.34,84.6,testing
Onsl_1,3,9/16/20,24,28,0.28,40.9,testing
MU_5A,1.5,9/16/20,24,29,0.31,77.9,testing
MU_7,1.5,9/16/20,24,29,0.31,73.1,testing
MU_10,3,9/16/20,24,29,0.31,54.2,testing
MU_11,1,9/16/20,24,29,0.28,90.5,testing
MU_12,1.5,9/16/20,24,29,0.3,98.7,testing
MU_14,3,9/16/20,24,29,0.29,72.4,testing
MU_15,1.5,9/16/20,24,28,0.27,54.8,testing
MU_16B,2,9/16/20,24,28,0.3,99.4,testing
BS_2,3,9/16/20,24,28,0.3,38.7,testing
BS_4,3,9/16/20,24,28,0.28,53.8,testing
BS_3,2.5,9/16/20,24,28,0.27,40.8,testing
BS_5,2.5,9/16/20,24,28,0.27,35.7,testing
BS_8,2.5,9/16/20,24,26.75,0.25,95,testing
BS_9,3,9/16/20,24,26.93,0.27,68.3,testing
BS_11,3,9/16/20,24,25.82,0.27,68.2,testing
BS_13,3,9/16/20,24,25,0.27,88.2,testing
BS_12,2.5,9/16/20,24,25,0.27,65.4,testing
MU_13,3,9/16/20,24,29,0.3,91.9,testing
Neuse_7,4,9/16/20,24,23.94,0.17,70.3,testing
JB_3,4,9/16/20,24,29.04,0.24,27.6,testing
PAM_6,4,9/16/20,24,18.72,0.08,82.7,testing
PAM_7,4,9/16/20,24,17.22,0.05,57.5,testing
NB_6,4,9/16/20,24,27.6,0.2,52.7,testing
NPT_3,1.5,9/16/20,24,24.66,0.26,56.4,testing
NH_6,2,9/16/20,24,45.36,0.18,60,testing
NR_1,1.5,9/16/20,24,28,0.25,36.6,testing
Sandy_1,4,9/16/20,24,16,0.02,86.7,testing
Onsl_2,3,9/16/20,24,28,0.28,44.6,testing
NH_3,3,9/16/20,24,48.36,0.28,86.3,testing
Onsl_3,3,9/16/20,24,28.65,0.32,44.6,testing
CL_4A,4,9/16/20,24,25.23,0.16,56.6,testing
OBX_4A,4,9/16/20,24,13.01,0,73.1,testing
OBX_4B,4,9/16/20,24,13.13,0,44.4,testing
Stump_1,4,9/16/20,24,15.41,0.01,98.4,testing
OBX_9B,4,9/16/20,24,19.48,0.05,87.4,testing
BS_14,2.5,9/16/20,24,25,0.27,85.7,testing
OBX_9A,4,9/16/20,24,19.34,0.06,33,testing
OBX_10A,4,9/16/20,24,20.06,0.1,58.6,testing
NR_8B,3,9/16/20,24,29.77,0.26,80.8,testing
NR_6,1.5,9/16/20,24,29,0.25,47.8,testing
BS_1,2.5,9/16/20,24,28,0.3,93.5,testing
BS_10,2.5,9/16/20,24,25.25,0.27,58.1,testing
PAM_1,4,9/16/20,48,40.61,0.26,42.6,testing
Pungo_1,4,9/16/20,48,38.35,0.24,95,testing
Hyde_6,4,9/16/20,48,38.99,0.23,79.9,testing
OBX_3,4,9/16/20,48,27.21,0.13,87.8,testing
Bruns_1,1,9/16/20,48,70.8,0.97,64.6,testing
Bruns_2,1,9/16/20,48,70,0.97,51.8,testing
Bruns_7,1,9/16/20,48,69,0.83,63.7,testing
Bruns_8,4,9/16/20,48,68.29,0.86,80.9,testing
NHP_2,3,9/16/20,48,65.99,0.79,22.2,testing
PAM_6A,4,9/16/20,48,44.86,0.29,55.4,testing
NR_5,1.5,9/16/20,48,57,0.46,51.9,testing
NR_9,4,9/16/20,48,59.28,0.51,88.4,testing
JB_1A,2,9/16/20,48,57,0.43,28.6,testing
CL_3,4,9/16/20,48,48.69,0.3,40.2,testing
Bruns_3,1.5,9/16/20,48,70,0.97,94.7,testing
Bruns_4A,2,9/16/20,48,70,0.93,81.6,testing
NH_1,2,9/16/20,48,68,0.83,87.1,testing
NH_5,3,9/16/20,48,67,0.82,46.1,testing
NH_7,2,9/16/20,48,66,0.79,41.7,testing
PND_2,3,9/16/20,48,66,0.78,56.5,testing
PND_4,3,9/16/20,48,65.82,0.91,82.8,testing
PND_3,2.5,9/16/20,48,65.6,0.91,63.3,testing
NHP_1,2.5,9/16/20,48,65.75,0.76,72.5,testing
Onsl_6A,1.5,9/16/20,48,64,0.9,35.6,testing
MU_2,1.5,9/16/20,48,62,0.84,23.1,testing
MU_3,3,9/16/20,48,62,0.85,80.1,testing
MU_1,1.5,9/16/20,48,62,0.84,78.9,testing
MU_4,1.5,9/16/20,48,62,0.8,40.9,testing
MU_6B,3,9/16/20,48,62,0.8,33.1,testing
MU_6C,3,9/16/20,48,62,0.82,50.7,testing
MU_8,1.5,9/16/20,48,61,0.76,38.4,testing
MU_5B,1.5,9/16/20,48,61.83,0.79,69.2,testing
MU_9,3,9/16/20,48,61.05,0.76,72.2,testing
MU_6A,3,9/16/20,48,62,0.8,96.4,testing
MU_15A,1.5,9/16/20,48,59.86,0.71,28.1,testing
MU_16A,2,9/16/20,48,60,0.71,78.7,testing
MU_17,3,9/16/20,48,60,0.71,62.4,testing
BS_13B,3,9/16/20,48,59,0.54,78,testing
BS_6,3,9/16/20,48,59.45,0.61,94.4,testing
BS_7,2.5,9/16/20,48,59.33,0.6,52.6,testing
BS_15,3,9/16/20,48,59,0.54,73.9,testing
PAM_6B,4,9/16/20,48,46,0.35,90.6,testing
OBX_1,4,9/16/20,48,27,0.13,79.7,testing
PAM_2,4,9/16/20,48,41.53,0.25,41.9,testing
PAM_4,4,9/16/20,48,41.69,0.25,46.9,testing
PAM_5,4,9/16/20,48,43.68,0.27,60.5,testing
Hyde_3,4,9/16/20,48,38.04,0.22,93.9,testing
Neuse_2,4,9/16/20,48,51.89,0.43,65.2,testing
Neuse_3,4,9/16/20,48,51,0.4,49.5,testing
Neuse_6,4,9/16/20,48,51.04,0.35,94.8,testing
Neuse_4,4,9/16/20,48,49.16,0.37,44.4,testing
Neuse_1,4,9/16/20,48,48.37,0.37,52.7,testing
Neuse_8,4,9/16/20,48,48.78,0.33,87.9,testing
PAM_3,4,9/16/20,48,40.14,0.25,72.6,testing
Hyde_5,4,9/16/20,48,38.89,0.23,28.9,testing
Hyde_4,4,9/16/20,48,37.9,0.23,81.8,testing
Hyde_2,4,9/16/20,48,38.06,0.21,40.8,testing
Hyde_1,4,9/16/20,48,37.4,0.21,90.2,testing
LS_1,4,9/16/20,48,33.6,0.18,51.9,testing
OBX_2,4,9/16/20,48,26.55,0.13,48.2,testing
OBX_5A,4,9/16/20,48,32.23,0.15,70.9,testing
OBX_6,4,9/16/20,48,35.33,0.17,92.4,testing
OBX_5,4,9/16/20,48,29.99,0.14,28.7,testing
CL_4B,4,9/16/20,48,47.86,0.29,57.1,testing
CL_2,4,9/16/20,48,50.93,0.33,50.6,testing
OBX_7,4,9/16/20,48,38.62,0.18,63.7,testing
OBX_8,4,9/16/20,48,42.06,0.2,76.7,testing
OBX_10B,4,9/16/20,48,46,0.23,46.2,testing
CL_1,4,9/16/20,48,51.15,0.33,87.1,testing
NB_4,2,9/16/20,48,53.68,0.38,38.4,testing
NB_3,2,9/16/20,48,54.57,0.39,57.7,testing
NB_1,1.5,9/16/20,48,55,0.41,64.4,testing
NB_2,2,9/16/20,48,55,0.4,54.5,testing
NB_5,4,9/16/20,48,53.75,0.38,40.6,testing
JB_2,2,9/16/20,48,57.27,0.44,37.9,testing
JB_1,2,9/16/20,48,56.41,0.42,90,testing
NR_2,1.5,9/16/20,48,57.79,0.48,74.1,testing
NR_8A,3,9/16/20,48,59.67,0.48,90.4,testing
NR_10,4,9/16/20,48,60.34,0.49,24.4,testing
JB_4,4,9/16/20,48,57.3,0.43,79.1,testing
NR_3,1.5,9/16/20,48,57,0.46,99.2,testing
NR_4,1.5,9/16/20,48,57.2,0.45,56.5,testing
NR_7,1.5,9/16/20,48,58,0.46,37.9,testing
NPT_1,1,9/16/20,48,58,0.53,90.4,testing
NPT_2A,1,9/16/20,48,58,0.53,49.4,testing
NPT_2B,1,9/16/20,48,58,0.53,82.3,testing
NPT_4,1.5,9/16/20,48,58,0.5,81.1,testing
NPT_5,1.5,9/16/20,48,57.74,0.5,71.1,testing
Bruns_3A,1.5,9/16/20,48,70,0.97,40.9,testing
Bruns_4,2.5,9/16/20,48,70,0.97,71.8,testing
Bruns_5,2,9/16/20,48,0,0,41.3,testing
Bruns_6,2,9/16/20,48,69,0.83,89.9,testing
NH_2,2,9/16/20,48,67.2,0.82,88.6,testing
NH_4,2.5,9/16/20,48,67,0.82,90.1,testing
PND_1,2.5,9/16/20,48,66,0.78,91.5,testing
PND_5,2.5,9/16/20,48,65,0.86,90.7,testing
PND_6,3,9/16/20,48,65,0.86,85.4,testing
Onsl_7,1.5,9/16/20,48,64,0.8,34,testing
Onsl_6B,1.5,9/16/20,48,64.42,0.92,77.1,testing
Onsl_5,1.5,9/16/20,48,63.39,0.9,31.6,testing
Onsl_4,1.5,9/16/20,48,62.89,0.88,30.3,testing
Onsl_1,3,9/16/20,48,60.86,0.79,73.6,testing
MU_5A,1.5,9/16/20,48,62,0.8,60,testing
MU_7,1.5,9/16/20,48,61,0.76,52.9,testing
MU_10,3,9/16/20,48,61,0.76,27.8,testing
MU_11,1,9/16/20,48,60,0.72,91.6,testing
MU_12,1.5,9/16/20,48,60.5,0.74,83.5,testing
MU_14,3,9/16/20,48,60,0.71,37.3,testing
MU_15,1.5,9/16/20,48,59,0.68,67.4,testing
MU_16B,2,9/16/20,48,60,0.71,63.4,testing
BS_2,3,9/16/20,48,60,0.7,26.2,testing
BS_4,3,9/16/20,48,59.38,0.64,79,testing
BS_3,2.5,9/16/20,48,59,0.61,78.9,testing
BS_5,2.5,9/16/20,48,59,0.61,30.1,testing
BS_8,2.5,9/16/20,48,58.25,0.59,40.1,testing
BS_9,3,9/16/20,48,59.88,0.6,61.9,testing
BS_11,3,9/16/20,48,59.26,0.57,79,testing
BS_13,3,9/16/20,48,59,0.55,99.5,testing
BS_12,2.5,9/16/20,48,59,0.54,23.7,testing
MU_13,3,9/16/20,48,60.37,0.72,53.5,testing
Neuse_7,4,9/16/20,48,50.85,0.34,62.8,testing
JB_3,4,9/16/20,48,56.69,0.43,90.8,testing
PAM_6,4,9/16/20,48,45.48,0.33,70.6,testing
PAM_7,4,9/16/20,48,40.83,0.24,61.4,testing
NB_6,4,9/16/20,48,53.61,0.37,80.8,testing
NPT_3,1.5,9/16/20,48,58,0.52,92.3,testing
NH_6,2,9/16/20,48,67,0.81,29,testing
NR_1,1.5,9/16/20,48,58.16,0.48,29,testing
Sandy_1,4,9/16/20,48,31,0.15,69.9,testing
Onsl_2,3,9/16/20,48,61.59,0.81,39.5,testing
NH_3,3,9/16/20,48,67.36,0.82,87.9,testing
Onsl_3,3,9/16/20,48,62.1,0.84,47.4,testing
CL_4A,4,9/16/20,48,49.86,0.3,51.1,testing
OBX_4A,4,9/16/20,48,28.3,0.14,25.9,testing
OBX_4B,4,9/16/20,48,28.57,0.14,20.5,testing
Stump_1,4,9/16/20,48,30.41,0.15,93.2,testing
OBX_9B,4,9/16/20,48,34.75,0.17,31.6,testing
BS_14,2.5,9/16/20,48,59,0.54,93.2,testing
OBX_9A,4,9/16/20,48,37.79,0.2,73.4,testing
OBX_10A,4,9/16/20,48,43.72,0.24,35.7,testing
NR_8B,3,9/16/20,48,58.59,0.47,39.7,testing
NR_6,1.5,9/16/20,48,58,0.47,98.3,testing
BS_1,2.5,9/16/20,48,59.92,0.7,71.3,testing
BS_10,2.5,9/16/20,48,59,0.56,71,testing
PAM_1,4,9/16/20,72,71,1.81,32.5,testing
Pungo_1,4,9/16/20,72,70.74,1.79,48.4,testing
Hyde_6,4,9/16/20,72,71.01,1.76,63.4,testing
OBX_3,4,9/16/20,72,70,1.36,67.9,testing
Bruns_1,1,9/16/20,72,74.2,1.48,95.2,testing
Bruns_2,1,9/16/20,72,74,1.54,30.8,testing
Bruns_7,1,9/16/20,72,73.5,1.66,32.4,testing
Bruns_8,4,9/16/20,72,75.22,1.73,41.6,testing
NHP_2,3,9/16/20,72,77.45,1.72,71.9,testing
PAM_6A,4,9/16/20,72,72,1.88,30.6,testing
NR_5,1.5,9/16/20,72,73,2.19,97.2,testing
NR_9,4,9/16/20,72,73.28,2.21,31.4,testing
JB_1A,2,9/16/20,72,74,2.19,37.8,testing
CL_3,4,9/16/20,72,73,2.05,88.3,testing
Bruns_3,1.5,9/16/20,72,74,1.54,67.6,testing
Bruns_4A,2,9/16/20,72,74,1.57,39.9,testing
NH_1,2,9/16/20,72,78,1.75,24.9,testing
NH_5,3,9/16/20,72,77,1.75,50.7,testing
NH_7,2,9/16/20,72,78.04,1.73,21,testing
PND_2,3,9/16/20,72,78.07,1.67,33.9,testing
PND_4,3,9/16/20,72,78.41,1.63,39.7,testing
PND_3,2.5,9/16/20,72,78.2,1.62,42.4,testing
NHP_1,2.5,9/16/20,72,76.75,1.69,65.3,testing
Onsl_6A,1.5,9/16/20,72,71,2.14,82.2,testing
MU_2,1.5,9/16/20,72,71,2.2,49.2,testing
MU_3,3,9/16/20,72,71,2.2,100,testing
MU_1,1.5,9/16/20,72,71,2.2,87.3,testing
MU_4,1.5,9/16/20,72,71,2.21,48.2,testing
MU_6B,3,9/16/20,72,71,2.21,35.7,testing
MU_6C,3,9/16/20,72,71,2.21,83.7,testing
MU_8,1.5,9/16/20,72,71,2.2,58.9,testing
MU_5B,1.5,9/16/20,72,71,2.21,92.8,testing
MU_9,3,9/16/20,72,71,2.2,87.5,testing
MU_6A,3,9/16/20,72,71,2.21,63.8,testing
MU_15A,1.5,9/16/20,72,71,2.19,56.7,testing
MU_16A,2,9/16/20,72,71,2.19,90.5,testing
MU_17,3,9/16/20,72,71,2.2,39.6,testing
BS_13B,3,9/16/20,72,72.8,2.21,25.6,testing
BS_6,3,9/16/20,72,72,2.2,72,testing
BS_7,2.5,9/16/20,72,72,2.19,35.8,testing
BS_15,3,9/16/20,72,73,2.2,95.1,testing
PAM_6B,4,9/16/20,72,72,1.91,64.3,testing
OBX_1,4,9/16/20,72,70,1.36,70.4,testing
PAM_2,4,9/16/20,72,71.67,1.81,94.4,testing
PAM_4,4,9/16/20,72,72,1.81,36.7,testing
PAM_5,4,9/16/20,72,71.95,1.85,57.7,testing
Hyde_3,4,9/16/20,72,71.89,1.73,95.7,testing
Neuse_2,4,9/16/20,72,72.22,2.12,71.7,testing
Neuse_3,4,9/16/20,72,73,2.09,39,testing
Neuse_6,4,9/16/20,72,73,2.09,39,testing
Neuse_4,4,9/16/20,72,72.5,2.04,67.4,testing
Neuse_1,4,9/16/20,72,72,2,84.4,testing
Neuse_8,4,9/16/20,72,73,2.04,29,testing
PAM_3,4,9/16/20,72,71,1.79,52.8,testing
Hyde_5,4,9/16/20,72,71,1.77,96.5,testing
Hyde_4,4,9/16/20,72,71,1.75,56.8,testing
Hyde_2,4,9/16/20,72,71.98,1.72,40.1,testing
Hyde_1,4,9/16/20,72,72,1.69,57,testing
LS_1,4,9/16/20,72,71.08,1.53,40.2,testing
OBX_2,4,9/16/20,72,70,1.34,47.9,testing
OBX_5A,4,9/16/20,72,70.81,1.48,66.2,testing
OBX_6,4,9/16/20,72,71.25,1.63,71.4,testing
OBX_5,4,9/16/20,72,70,1.41,34.4,testing
CL_4B,4,9/16/20,72,73,2.02,42.8,testing
CL_2,4,9/16/20,72,73,2.09,61.4,testing
OBX_7,4,9/16/20,72,72,1.75,66.4,testing
OBX_8,4,9/16/20,72,72.53,1.84,60.1,testing
OBX_10B,4,9/16/20,72,73,1.96,99,testing
CL_1,4,9/16/20,72,73,2.1,36.8,testing
NB_4,2,9/16/20,72,73.84,2.17,21.4,testing
NB_3,2,9/16/20,72,74,2.18,73.6,testing
NB_1,1.5,9/16/20,72,73,2.19,28.8,testing
NB_2,2,9/16/20,72,74,2.19,46.3,testing
NB_5,4,9/16/20,72,73.78,2.17,46.6,testing
JB_2,2,9/16/20,72,74,2.2,59.6,testing
JB_1,2,9/16/20,72,73.7,2.19,96.5,testing
NR_2,1.5,9/16/20,72,73.05,2.21,90.3,testing
NR_8A,3,9/16/20,72,74,2.22,37.4,testing
NR_10,4,9/16/20,72,73.99,2.22,84,testing
JB_4,4,9/16/20,72,74,2.21,47.8,testing
NR_3,1.5,9/16/20,72,73,2.19,43,testing
NR_4,1.5,9/16/20,72,73.2,2.2,82.9,testing
NR_7,1.5,9/16/20,72,74,2.22,64.2,testing
NPT_1,1,9/16/20,72,73,2.19,34.9,testing
NPT_2A,1,9/16/20,72,73,2.19,66.4,testing
NPT_2B,1,9/16/20,72,73,2.19,27.8,testing
NPT_4,1.5,9/16/20,72,73,2.2,34.4,testing
NPT_5,1.5,9/16/20,72,73,2.2,63.4,testing
Bruns_3A,1.5,9/16/20,72,74,1.54,42.2,testing
Bruns_4,2.5,9/16/20,72,74,1.54,31.1,testing
Bruns_5,2,9/16/20,72,0,0,93.6,testing
Bruns_6,2,9/16/20,72,73.44,1.66,64.3,testing
NH_2,2,9/16/20,72,77.2,1.76,82,testing
NH_4,2.5,9/16/20,72,77,1.75,24.1,testing
PND_1,2.5,9/16/20,72,78,1.67,25.2,testing
PND_5,2.5,9/16/20,72,78.38,1.62,38.1,testing
PND_6,3,9/16/20,72,78.46,1.62,63.7,testing
Onsl_7,1.5,9/16/20,72,78,1.59,81,testing
Onsl_6B,1.5,9/16/20,72,72,2.08,78.2,testing
Onsl_5,1.5,9/16/20,72,71.39,2.17,23.6,testing
Onsl_4,1.5,9/16/20,72,71,2.18,58.5,testing
Onsl_1,3,9/16/20,72,70.73,2.21,56.2,testing
MU_5A,1.5,9/16/20,72,71,2.21,50.8,testing
MU_7,1.5,9/16/20,72,71,2.2,78.9,testing
MU_10,3,9/16/20,72,71,2.2,20.1,testing
MU_11,1,9/16/20,72,71,2.19,78.5,testing
MU_12,1.5,9/16/20,72,71,2.19,53.2,testing
MU_14,3,9/16/20,72,71,2.19,58.3,testing
MU_15,1.5,9/16/20,72,71,2.18,68.1,testing
MU_16B,2,9/16/20,72,71,2.2,98.7,testing
BS_2,3,9/16/20,72,71.33,2.2,65.5,testing
BS_4,3,9/16/20,72,72,2.2,74.8,testing
BS_3,2.5,9/16/20,72,72,2.2,30.2,testing
BS_5,2.5,9/16/20,72,72,2.2,56.9,testing
BS_8,2.5,9/16/20,72,72,2.18,20.7,testing
BS_9,3,9/16/20,72,72,2.2,70.3,testing
BS_11,3,9/16/20,72,72,2.2,33.8,testing
BS_13,3,9/16/20,72,72.74,2.2,80.5,testing
BS_12,2.5,9/16/20,72,72.83,2.21,25.2,testing
MU_13,3,9/16/20,72,71,2.19,46,testing
Neuse_7,4,9/16/20,72,73,2.09,23.8,testing
JB_3,4,9/16/20,72,74,2.2,89.2,testing
PAM_6,4,9/16/20,72,72,1.89,63.1,testing
PAM_7,4,9/16/20,72,71.82,1.79,66,testing
NB_6,4,9/16/20,72,73.85,2.17,77.9,testing
NPT_3,1.5,9/16/20,72,73,2.2,27.8,testing
NH_6,2,9/16/20,72,76.18,1.75,27.6,testing
NR_1,1.5,9/16/20,72,73.42,2.21,42.2,testing
Sandy_1,4,9/16/20,72,71,1.43,58.1,testing
Onsl_2,3,9/16/20,72,70.64,2.2,20.1,testing
NH_3,3,9/16/20,72,77.36,1.76,66.9,testing
Onsl_3,3,9/16/20,72,71,2.2,39.1,testing
CL_4A,4,9/16/20,72,73.07,2.07,29.7,testing
OBX_4A,4,9/16/20,72,70.02,1.37,67.1,testing
OBX_4B,4,9/16/20,72,70,1.37,49.4,testing
Stump_1,4,9/16/20,72,71,1.4,35.5,testing
OBX_9B,4,9/16/20,72,71.24,1.57,25.9,testing
BS_14,2.5,9/16/20,72,73,2.21,68,testing
OBX_9A,4,9/16/20,72,71.84,1.68,69,testing
OBX_10A,4,9/16/20,72,72.38,1.88,35.1,testing
NR_8B,3,9/16/20,72,74,2.22,85.7,testing
NR_6,1.5,9/16/20,72,74,2.21,25.6,testing
BS_1,2.5,9/16/20,72,71.08,2.2,95.3,testing
BS_10,2.5,9/16/20,72,72,2.19,66.1,testingPAM_1,4,2020-09-17,24,73.51,0.97,99.9,testing
Pungo_1,4,2020-09-17,24,75.02,0.85,48.3,testing
Hyde_6,4,2020-09-17,24,66.39,0.93,90.8,testing
OBX_3,4,2020-09-17,24,66.84,0.48,63.9,testing
Bruns_1,1,2020-09-17,24,97,1.64,46.4,testing
Bruns_2,1,2020-09-17,24,97,1.48,88.2,testing
Bruns_7,1,2020-09-17,24,96,1.41,36.7,testing
Bruns_8,4,2020-09-17,24,90.69,1.27,95,testing
NHP_2,3,2020-09-17,24,92.7,1.14,61,testing
PAM_6A,4,2020-09-17,24,66.86,1.13,54.7,testing
NR_5,1.5,2020-09-17,24,63,0.96,89.4,testing
NR_9,4,2020-09-17,24,63.42,0.99,59.1,testing
JB_1A,2,2020-09-17,24,62,0.98,24.1,testing
CL_3,4,2020-09-17,24,59.89,1.01,61,testing
Bruns_3,1.5,2020-09-17,24,97,1.48,92.1,testing
Bruns_4A,2,2020-09-17,24,97,1.48,37.2,testing
NH_1,2,2020-09-17,24,94,1.56,76.6,testing
NH_5,3,2020-09-17,24,95,1.49,41.3,testing
NH_7,2,2020-09-17,24,93,1.17,99.5,testing
PND_2,3,2020-09-17,24,91.08,1.13,64.2,testing
PND_4,3,2020-09-17,24,89.59,1.2,52.5,testing
PND_3,2.5,2020-09-17,24,89.4,1.21,74.7,testing
NHP_1,2.5,2020-09-17,24,92.5,1.16,85.1,testing
Onsl_6A,1.5,2020-09-17,24,73,0.98,54.1,testing
MU_2,1.5,2020-09-17,24,73,1.18,54.1,testing
MU_3,3,2020-09-17,24,72.33,1.19,54.4,testing
MU_1,1.5,2020-09-17,24,73,1.18,79.1,testing
MU_4,1.5,2020-09-17,24,72,1.25,85.3,testing
MU_6B,3,2020-09-17,24,72,1.25,87.4,testing
MU_6C,3,2020-09-17,24,72,1.23,68.9,testing
MU_8,1.5,2020-09-17,24,69,1.16,24.5,testing
MU_5B,1.5,2020-09-17,24,71.33,1.23,70.1,testing
MU_9,3,2020-09-17,24,69.1,1.16,25.4,testing
MU_6A,3,2020-09-17,24,71.33,1.22,66.9,testing
MU_15A,1.5,2020-09-17,24,67.14,1.1,84.8,testing
MU_16A,2,2020-09-17,24,67,1.1,58.3,testing
MU_17,3,2020-09-17,24,67,1.09,25,testing
BS_13B,3,2020-09-17,24,65,1.04,49.3,testing
BS_6,3,2020-09-17,24,66,1.12,44.6,testing
BS_7,2.5,2020-09-17,24,66,1.13,35.6,testing
BS_15,3,2020-09-17,24,64.33,1,45.4,testing
PAM_6B,4,2020-09-17,24,66.85,1.13,62.5,testing
OBX_1,4,2020-09-17,24,69.18,0.49,43.4,testing
PAM_2,4,2020-09-17,24,67.53,0.95,62.2,testing
PAM_4,4,2020-09-17,24,64.72,0.94,38.3,testing
PAM_5,4,2020-09-17,24,65.6,1.05,36.9,testing
Hyde_3,4,2020-09-17,24,64.76,0.95,42.1,testing
Neuse_2,4,2020-09-17,24,64.78,1.02,61.6,testing
Neuse_3,4,2020-09-17,24,63.48,0.99,70.7,testing
Neuse_6,4,2020-09-17,24,61.97,0.99,39.9,testing
Neuse_4,4,2020-09-17,24,63.13,1.01,59,testing
Neuse_1,4,2020-09-17,24,64.04,1.04,50.3,testing
Neuse_8,4,2020-09-17,24,61.09,1,33.1,testing
PAM_3,4,2020-09-17,24,69.06,0.94,57.5,testing
Hyde_5,4,2020-09-17,24,67.86,0.91,32.2,testing
Hyde_4,4,2020-09-17,24,67.96,0.91,41.6,testing
Hyde_2,4,2020-09-17,24,63.36,0.98,91.8,testing
Hyde_1,4,2020-09-17,24,62.97,0.96,33.3,testing
LS_1,4,2020-09-17,24,63.4,0.74,79.9,testing
OBX_2,4,2020-09-17,24,69.09,0.47,26.6,testing
OBX_5A,4,2020-09-17,24,61.13,0.54,88.4,testing
OBX_6,4,2020-09-17,24,59.02,0.69,51.5,testing
OBX_5,4,2020-09-17,24,63.37,0.48,60.7,testing
CL_4B,4,2020-09-17,24,59.43,1.02,98.6,testing
CL_2,4,2020-09-17,24,60,1.01,65.9,testing
OBX_7,4,2020-09-17,24,57.9,0.79,96.7,testing
OBX_8,4,2020-09-17,24,57.82,0.89,99.4,testing
OBX_10B,4,2020-09-17,24,57.95,0.96,54.4,testing
CL_1,4,2020-09-17,24,60.18,1.01,56.4,testing
NB_4,2,2020-09-17,24,61,1.01,34,testing
NB_3,2,2020-09-17,24,61.57,1.01,92.8,testing
NB_1,1.5,2020-09-17,24,62,0.97,21,testing
NB_2,2,2020-09-17,24,62,1.01,83.1,testing
NB_5,4,2020-09-17,24,61.19,1.01,47.6,testing
JB_2,2,2020-09-17,24,62,0.99,51,testing
JB_1,2,2020-09-17,24,62,0.98,84.8,testing
NR_2,1.5,2020-09-17,24,63,0.96,69.4,testing
NR_8A,3,2020-09-17,24,63,1.02,37.3,testing
NR_10,4,2020-09-17,24,62.5,1.04,71.2,testing
JB_4,4,2020-09-17,24,61.95,1.02,74.2,testing
NR_3,1.5,2020-09-17,24,63,0.96,64.5,testing
NR_4,1.5,2020-09-17,24,63,0.97,44.3,testing
NR_7,1.5,2020-09-17,24,62,1.01,28.6,testing
NPT_1,1,2020-09-17,24,65,1.04,49.1,testing
NPT_2A,1,2020-09-17,24,65,1.04,32.3,testing
NPT_2B,1,2020-09-17,24,65,1.04,59,testing
